First_Name,Last_Name,Age,Department_Region,Status,Salary,Phone,Performance_Score,Remote_Work
Eva,Smith,32.48454882571075,HR-Texas,Pending,98850.14,-4955112746,Poor,False
Charlie,Smith,25.0,Cloud Tech-Illinois,Active,63435.24,-4721970545,Poor,False
Frank,Brown,35.0,Finance-Texas,Inactive,82129.84,-6927589550,Average,False
David,Williams,35.0,DevOps-Texas,Pending,95492.61,-6874090379,Good,False
Grace,Miller,40.0,Finance-Illinois,Inactive,94572.37,-2146296135,Good,False
Bob,Garcia,40.0,Finance-Nevada,Inactive,118413.05,-7157787111,Poor,False
Alice,Jones,30.0,Admin-Nevada,Pending,68976.65,-1663651558,Poor,True
Eva,Williams,32.48454882571075,Sales-Nevada,Active,115013.65,-7371470826,Average,False
David,Brown,32.48454882571075,Admin-Nevada,Inactive,70949.38,-2359096055,Poor,True
Grace,Brown,32.48454882571075,HR-Florida,Pending,105334.87,-7303064420,Average,False
Bob,Williams,32.48454882571075,DevOps-California,Active,80596.18,-2146147682,Good,False
Frank,Brown,32.48454882571075,Sales-Illinois,Inactive,72846.37,-4201654234,Good,True
Heidi,Williams,40.0,Admin-California,Pending,80229.36,-6778265959,Excellent,False
Grace,Johnson,25.0,Sales-California,Active,55145.47,-8931992549,Good,False
Grace,Williams,30.0,DevOps-Florida,Inactive,85155.05639558233,-2727516479,Poor,True
Eva,Davis,40.0,HR-California,Active,56110.81,-7279103367,Good,False
Grace,Williams,25.0,Cloud Tech-Texas,Inactive,56514.5,-2963533904,Average,False
Frank,Brown,40.0,Cloud Tech-California,Inactive,104541.84,-5044817765,Good,False
David,Garcia,32.48454882571075,Sales-New York,Pending,61865.12,-5586851275,Excellent,True
Eva,Davis,40.0,Admin-Texas,Active,69317.33,-5289286645,Good,False
Bob,Brown,35.0,HR-New York,Pending,84706.17,-4911110960,Average,False
Heidi,Smith,25.0,Admin-California,Active,73255.21,-7981789045,Average,False
Frank,Smith,40.0,HR-Florida,Pending,59528.71,-3378613714,Poor,False
David,Garcia,40.0,HR-New York,Inactive,70401.37,-7660538443,Good,True
Heidi,Garcia,32.48454882571075,Admin-California,Inactive,107154.62,-4630600024,Average,True
Bob,Davis,32.48454882571075,Admin-Illinois,Pending,97719.88,-8955296385,Excellent,False
Heidi,Johnson,30.0,Finance-California,Pending,107327.59,-3960962625,Poor,False
Grace,Garcia,40.0,Admin-Nevada,Inactive,67687.72,-5826312818,Excellent,True
Grace,Smith,40.0,Cloud Tech-Florida,Pending,90757.08,-6482531105,Good,True
Grace,Williams,32.48454882571075,Cloud Tech-California,Pending,87583.42,-920981959,Good,False
Bob,Brown,25.0,Admin-Nevada,Pending,61643.69,-2752334382,Good,True
Grace,Smith,35.0,Finance-Texas,Active,68111.69,-6404120910,Poor,False
David,Smith,40.0,HR-Florida,Inactive,97568.88,-7911244210,Average,True
Charlie,Johnson,35.0,Cloud Tech-Florida,Active,79118.28,-7536170616,Poor,True
Bob,Davis,30.0,HR-California,Inactive,104898.9,-1366572239,Excellent,True
Frank,Davis,40.0,Cloud Tech-Florida,Pending,81671.3,-2990155798,Poor,True
Alice,Miller,25.0,Cloud Tech-California,Pending,97399.75,-8028413907,Excellent,False
David,Johnson,32.48454882571075,Admin-Illinois,Active,89189.43,-882351304,Poor,True
David,Williams,40.0,DevOps-New York,Active,96011.55,-2312447314,Average,True
David,Davis,40.0,Sales-Florida,Inactive,99331.49,-8477686341,Excellent,False
Bob,Brown,32.48454882571075,Cloud Tech-Illinois,Active,72818.94,-3461994236,Good,True
Eva,Garcia,40.0,Sales-Nevada,Inactive,77204.75,-6769459195,Good,True
Bob,Johnson,35.0,HR-Florida,Pending,106961.68,-6395517207,Poor,False
Eva,Garcia,32.48454882571075,Sales-Texas,Pending,71923.0,-4964985600,Good,True
Bob,Smith,30.0,HR-Nevada,Active,77192.43,-2562531354,Excellent,False
Grace,Brown,40.0,Admin-Florida,Pending,98540.3,-2510505378,Good,False
Charlie,Brown,32.48454882571075,Admin-Florida,Inactive,63096.9,-5381649382,Average,False
Alice,Smith,35.0,Cloud Tech-Florida,Active,107065.12,-1849196654,Average,False
Heidi,Johnson,40.0,DevOps-Florida,Inactive,108792.43,-3307704610,Poor,True
Bob,Smith,32.48454882571075,Cloud Tech-New York,Inactive,69239.7,-7295963903,Excellent,False
Charlie,Garcia,40.0,Sales-Nevada,Inactive,85756.42,-907426087,Average,True
Eva,Miller,32.48454882571075,HR-Illinois,Active,100328.62,-501716444,Average,True
Grace,Brown,25.0,DevOps-Nevada,Active,111236.69,-5618579063,Excellent,True
Eva,Jones,35.0,Cloud Tech-Florida,Active,106832.22,-7715910299,Good,True
Frank,Jones,32.48454882571075,DevOps-Florida,Active,59746.45,-2156321357,Good,True
David,Garcia,25.0,Sales-California,Pending,91780.04,-40104144,Poor,True
Eva,Williams,35.0,Sales-California,Pending,107062.66,-9642297124,Good,True
Grace,Davis,25.0,HR-Nevada,Active,110625.52,-2967188396,Excellent,True
Frank,Smith,30.0,DevOps-Florida,Inactive,90419.79,-7457314414,Average,True
Grace,Smith,40.0,Finance-Texas,Pending,111608.76,-8331170302,Good,True
Eva,Williams,35.0,Finance-Florida,Inactive,50173.12,-7637153987,Poor,False
Bob,Williams,40.0,DevOps-Nevada,Pending,109507.44,-5472812355,Good,False
Grace,Garcia,30.0,Finance-New York,Inactive,72600.56,-7983631461,Excellent,False
Charlie,Garcia,32.48454882571075,Finance-California,Pending,53388.65,-4912711306,Poor,True
Heidi,Williams,25.0,Cloud Tech-New York,Inactive,50047.32,-2407875417,Good,False
David,Brown,30.0,DevOps-California,Active,115290.79,-1563268684,Poor,False
Frank,Garcia,35.0,Cloud Tech-California,Pending,61586.76,-745106633,Excellent,False
Eva,Miller,30.0,Finance-Nevada,Active,56662.86,-3629489785,Average,True
Bob,Garcia,30.0,Sales-New York,Pending,85155.05639558233,-1031310093,Excellent,True
Frank,Smith,25.0,Finance-Nevada,Active,54957.98,-3181439665,Excellent,True
Bob,Garcia,25.0,HR-California,Inactive,76790.47,-1347323548,Excellent,True
Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,92722.35,-4012897431,Excellent,False
Frank,Williams,30.0,DevOps-Nevada,Active,93125.32,-5122572075,Average,False
David,Smith,25.0,Cloud Tech-New York,Active,101100.64,-5024120956,Average,False
Grace,Garcia,35.0,Admin-New York,Inactive,55897.41,-9073710093,Poor,False
Eva,Brown,25.0,DevOps-California,Active,92484.88,-3882211456,Good,True
Grace,Miller,35.0,DevOps-Texas,Active,77011.99,-7584745704,Average,True
Bob,Garcia,32.48454882571075,Cloud Tech-California,Inactive,77078.68,-4589714801,Average,True
Grace,Brown,35.0,Sales-Nevada,Active,82971.02,-6325703964,Good,False
Bob,Miller,25.0,Sales-Texas,Active,65102.01,-3136148781,Average,True
Grace,Williams,32.48454882571075,HR-Nevada,Pending,103697.7,-4556964429,Excellent,True
Grace,Garcia,25.0,DevOps-Illinois,Pending,60687.63,-9859167953,Excellent,False
Bob,Miller,32.48454882571075,Admin-New York,Pending,77351.21,-1072728497,Good,False
Bob,Smith,35.0,DevOps-Florida,Pending,66704.62,-2474140702,Poor,True
Grace,Williams,25.0,Finance-Illinois,Pending,71650.3,-4910740649,Poor,True
Charlie,Smith,25.0,Cloud Tech-Nevada,Active,50794.54,-425488213,Good,True
Frank,Jones,32.48454882571075,Sales-Nevada,Inactive,76030.86,-2369143074,Good,True
Eva,Johnson,25.0,Cloud Tech-California,Inactive,86669.79,-3666144941,Excellent,True
Bob,Garcia,40.0,Finance-Illinois,Inactive,84972.7,-9659234267,Poor,True
Frank,Miller,30.0,HR-Texas,Pending,100594.49,-3441497825,Average,False
Alice,Johnson,25.0,Cloud Tech-New York,Active,75478.35,-6128758574,Excellent,False
Charlie,Johnson,25.0,Sales-Nevada,Pending,79355.85,-6766708060,Good,False
Grace,Miller,35.0,HR-Texas,Pending,58358.07,-2943985297,Poor,True
Alice,Williams,30.0,Admin-Illinois,Active,54824.85,-9406260786,Average,False
Eva,Garcia,35.0,HR-Texas,Pending,50557.84,-104159148,Average,True
Eva,Jones,32.48454882571075,Admin-Florida,Inactive,118030.04,-7501980381,Excellent,True
David,Smith,32.48454882571075,Admin-New York,Active,51673.72,-8723244078,Poor,False
Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,101665.79,-3110291812,Poor,True
David,Smith,32.48454882571075,Admin-Florida,Inactive,118079.15,-3170876013,Good,True
Eva,Brown,25.0,Cloud Tech-New York,Pending,99059.28,-6723849790,Poor,False
Bob,Smith,32.48454882571075,Cloud Tech-Illinois,Active,107397.4,-6202232882,Poor,False
Alice,Miller,40.0,DevOps-New York,Active,68269.37,-7744197545,Excellent,False
Grace,Jones,35.0,HR-Florida,Inactive,55228.12,-6176620470,Poor,True
Bob,Garcia,30.0,Cloud Tech-New York,Inactive,71982.33,-9609409704,Average,False
Frank,Brown,30.0,Finance-California,Inactive,109673.75,-2774025882,Excellent,False
Eva,Garcia,32.48454882571075,Cloud Tech-New York,Inactive,56384.9,-5868122594,Excellent,True
Frank,Garcia,40.0,Sales-Texas,Pending,68211.68,-7244617678,Good,False
Alice,Garcia,40.0,Finance-Illinois,Pending,67489.68,-2988425994,Poor,False
Charlie,Davis,25.0,Cloud Tech-Texas,Active,63869.31,-9961002310,Good,False
Bob,Williams,32.48454882571075,Sales-California,Active,119801.3,-7753312660,Average,True
Heidi,Smith,30.0,Cloud Tech-California,Active,115959.65,-941017589,Excellent,True
Grace,Garcia,40.0,Finance-Texas,Inactive,79866.48,-2517629832,Excellent,True
Charlie,Smith,35.0,HR-Florida,Active,92987.46,-4774332682,Excellent,True
Eva,Garcia,40.0,Finance-Illinois,Inactive,56140.51,-1901302055,Average,False
Grace,Brown,30.0,DevOps-Illinois,Active,119586.11,-9815287338,Average,True
Alice,Williams,40.0,DevOps-California,Inactive,104700.46,-7855982175,Good,True
Frank,Williams,40.0,HR-New York,Active,91798.14,-6191284116,Good,False
Eva,Miller,25.0,Finance-Illinois,Inactive,90879.22,-3098503445,Good,False
Charlie,Davis,25.0,Admin-Nevada,Active,87358.27,-5124189388,Poor,False
Alice,Miller,30.0,Sales-Florida,Inactive,119407.93,-8469081973,Excellent,True
David,Miller,32.48454882571075,HR-Nevada,Pending,113978.6,-56435022,Excellent,True
Frank,Miller,32.48454882571075,Sales-New York,Pending,108568.78,-8503719904,Good,True
Heidi,Miller,32.48454882571075,HR-New York,Inactive,56318.02,-1699187239,Excellent,False
David,Miller,25.0,Sales-Florida,Active,114252.73,-1078356742,Good,False
Charlie,Jones,35.0,DevOps-New York,Inactive,51533.9,-3896086,Poor,True
Charlie,Williams,25.0,Sales-California,Active,99317.66,-662668216,Poor,False
Bob,Miller,35.0,HR-California,Active,101264.64,-1955356032,Average,False
Heidi,Garcia,35.0,Admin-Nevada,Pending,112272.02,-1903689002,Poor,False
Frank,Williams,30.0,DevOps-Illinois,Active,71477.63,-102724054,Good,True
Charlie,Williams,30.0,DevOps-Texas,Pending,77412.1,-9342967110,Poor,False
Alice,Johnson,30.0,Sales-California,Pending,94775.27,-4837537457,Average,False
Heidi,Jones,30.0,HR-Nevada,Active,74276.71,-4384588104,Excellent,True
Bob,Miller,35.0,Finance-Texas,Inactive,67467.86,-6974132833,Good,True
Eva,Smith,25.0,DevOps-Texas,Active,80675.41,-8315203770,Excellent,False
Charlie,Brown,40.0,Finance-Florida,Inactive,76274.33,-704496409,Average,False
David,Davis,30.0,Finance-Texas,Active,51405.46,-4967066702,Average,True
Bob,Garcia,25.0,HR-New York,Inactive,101238.96,-3626804084,Average,True
Bob,Smith,35.0,Sales-Illinois,Inactive,52169.52,-954930595,Excellent,False
Charlie,Jones,32.48454882571075,Finance-New York,Active,73176.62,-6018648768,Excellent,False
Grace,Brown,32.48454882571075,DevOps-Nevada,Pending,96241.85,-9842673203,Excellent,False
Bob,Jones,25.0,Finance-Illinois,Pending,84366.38,-4138459608,Excellent,False
Alice,Garcia,40.0,Cloud Tech-California,Pending,92015.09,-4544901494,Average,True
Alice,Williams,30.0,Admin-Nevada,Inactive,83149.95,-4277070704,Average,False
Grace,Brown,40.0,Finance-Nevada,Inactive,94930.65,-7836091497,Good,False
Frank,Williams,40.0,HR-New York,Inactive,68430.72,-5172444722,Good,True
David,Garcia,35.0,Sales-Texas,Active,98752.97,-2290310286,Excellent,False
Frank,Smith,32.48454882571075,Finance-Illinois,Active,54268.86,-9508304404,Poor,True
Grace,Garcia,32.48454882571075,DevOps-Florida,Pending,66494.94,-8093511870,Poor,False
Grace,Smith,25.0,Sales-Illinois,Pending,90003.98,-8133595615,Average,False
Charlie,Brown,25.0,Finance-New York,Active,106592.25,-4205955656,Average,True
Grace,Brown,25.0,DevOps-Florida,Active,93905.83,-4902504289,Average,True
Eva,Miller,35.0,DevOps-Texas,Active,88945.49,-1935889535,Good,False
Eva,Jones,32.48454882571075,Finance-Texas,Pending,91130.33,-9026113988,Good,False
Bob,Miller,40.0,Admin-New York,Pending,90787.4,-8681809787,Average,False
Bob,Jones,25.0,Sales-Texas,Inactive,87494.34,-7543943534,Average,True
Grace,Miller,35.0,Finance-Nevada,Inactive,92627.35,-3751376514,Average,False
Eva,Williams,40.0,Admin-Illinois,Pending,98556.29,-8815793762,Poor,True
Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,112792.2,-9283692943,Good,True
Eva,Smith,35.0,HR-Florida,Pending,56875.22,-5511668296,Poor,False
Charlie,Jones,35.0,DevOps-Florida,Inactive,101015.96,-3270216486,Poor,True
Bob,Garcia,30.0,Finance-New York,Inactive,83912.22,-1206021287,Average,False
Frank,Jones,25.0,Sales-New York,Active,99669.86,-6652683414,Average,False
Alice,Smith,30.0,Admin-New York,Active,52314.97,-5999101575,Excellent,False
Frank,Miller,30.0,HR-California,Inactive,77785.96,-7647229811,Excellent,False
Alice,Jones,30.0,HR-Florida,Pending,62430.86,-995765727,Poor,False
Frank,Davis,35.0,Admin-California,Pending,98219.54,-9413475097,Good,True
Grace,Williams,25.0,Admin-Illinois,Active,65494.58,-8986456521,Average,True
David,Brown,35.0,DevOps-Florida,Pending,110524.1,-368499514,Average,False
Alice,Smith,40.0,Admin-Nevada,Active,106060.54,-4214477323,Poor,False
Eva,Brown,35.0,Finance-Florida,Inactive,67639.91,-4913421387,Excellent,True
Grace,Davis,32.48454882571075,Cloud Tech-Texas,Pending,117653.98,-2090883069,Good,True
Eva,Jones,35.0,DevOps-Texas,Inactive,73539.86,-5349678273,Excellent,True
Frank,Jones,35.0,HR-Nevada,Pending,70915.38,-1176741240,Excellent,True
David,Garcia,25.0,Sales-Florida,Pending,97652.9,-5131528546,Excellent,False
Heidi,Davis,35.0,HR-Florida,Inactive,101571.25,-8150618537,Excellent,False
David,Smith,35.0,DevOps-Nevada,Active,87424.46,-32963346,Average,True
Frank,Garcia,32.48454882571075,HR-New York,Pending,89077.36,-2727423182,Average,False
Heidi,Williams,30.0,DevOps-California,Pending,89132.22,-617893205,Excellent,True
Frank,Garcia,25.0,Admin-California,Active,111000.26,-4969357823,Good,False
Frank,Johnson,35.0,HR-Illinois,Inactive,109584.97,-3477695873,Poor,True
Bob,Smith,40.0,Admin-Illinois,Active,97648.84,-1314675360,Good,False
Grace,Johnson,25.0,Admin-New York,Active,78643.43,-2751562778,Good,True
Heidi,Davis,30.0,HR-Nevada,Active,55656.8,-6304483607,Good,True
Charlie,Miller,35.0,DevOps-Texas,Active,69146.95,-5456676639,Excellent,False
Charlie,Johnson,32.48454882571075,Admin-Florida,Active,93013.58,-4735047638,Average,True
Grace,Williams,40.0,Finance-Florida,Active,87364.78,-2831995297,Good,False
Alice,Garcia,35.0,Sales-New York,Active,50288.67,-61558107,Excellent,False
David,Miller,35.0,HR-New York,Active,85233.55,-3583286341,Good,True
Bob,Garcia,25.0,HR-California,Inactive,86420.19,-5563830007,Good,False
Grace,Johnson,30.0,HR-Florida,Inactive,63189.82,-1867024402,Excellent,False
Grace,Garcia,25.0,Admin-New York,Pending,64783.32,-3041662410,Average,False
Charlie,Davis,25.0,HR-Nevada,Pending,52615.44,-1860089218,Average,False
Eva,Miller,32.48454882571075,Sales-Texas,Pending,96337.89,-6394568043,Poor,False
Alice,Davis,25.0,DevOps-Texas,Inactive,76617.76,-7314976460,Excellent,True
Heidi,Johnson,30.0,Admin-Nevada,Pending,50651.32,-3684748835,Poor,False
Bob,Davis,32.48454882571075,HR-Illinois,Pending,59601.45,-765817389,Poor,False
Bob,Williams,32.48454882571075,DevOps-Illinois,Active,57980.88,-6375791451,Poor,False
David,Johnson,32.48454882571075,Admin-California,Pending,75054.53,-1182379311,Average,False
Charlie,Johnson,25.0,Sales-Florida,Active,115318.7,-6978930745,Excellent,False
Alice,Johnson,25.0,DevOps-Texas,Active,90190.69,-4520599603,Poor,True
Bob,Smith,32.48454882571075,Cloud Tech-Nevada,Pending,113334.56,-3878753576,Excellent,False
Heidi,Garcia,35.0,HR-Florida,Active,106922.49,-8811616201,Excellent,True
Eva,Smith,35.0,DevOps-California,Inactive,58113.07,-8123710671,Average,True
Alice,Smith,25.0,Admin-Nevada,Pending,73006.26,-8728660415,Poor,True
Eva,Williams,25.0,HR-California,Active,78054.43,-4485959223,Poor,True
Eva,Miller,40.0,DevOps-Florida,Inactive,112028.67,-8395894772,Excellent,False
Charlie,Garcia,25.0,Admin-Texas,Inactive,83787.24,-5228705621,Good,True
Heidi,Davis,30.0,Sales-Florida,Inactive,52017.14,-7104331874,Average,True
Charlie,Jones,40.0,Finance-Texas,Inactive,53218.06,-1097921582,Average,False
Frank,Johnson,25.0,DevOps-Nevada,Pending,102053.67,-5034469458,Average,False
David,Davis,35.0,Sales-Illinois,Pending,93276.73,-6488319212,Average,False
David,Johnson,40.0,HR-Nevada,Pending,76941.36,-4249128964,Poor,True
Alice,Williams,25.0,DevOps-New York,Pending,82850.23,-9994973202,Poor,False
Charlie,Johnson,25.0,Finance-California,Active,117910.15,-3192227050,Good,False
David,Smith,32.48454882571075,DevOps-Florida,Inactive,66450.0,-287675480,Average,True
Heidi,Garcia,25.0,Finance-Florida,Inactive,118646.95,-3866675484,Average,False
Alice,Jones,25.0,Finance-Florida,Active,88436.92,-8193242686,Excellent,False
Eva,Brown,32.48454882571075,Sales-New York,Pending,81934.55,-7418652056,Poor,False
Alice,Johnson,30.0,Finance-California,Pending,93383.06,-5639836519,Average,False
Frank,Davis,40.0,Cloud Tech-Texas,Pending,50153.79,-3758309450,Good,True
Eva,Smith,32.48454882571075,Sales-California,Pending,53204.47,-5480940475,Good,False
Charlie,Brown,40.0,Cloud Tech-California,Pending,63128.04,-440907976,Poor,False
Grace,Jones,30.0,Finance-New York,Pending,57543.6,-2781050921,Good,True
Bob,Brown,40.0,Finance-Nevada,Pending,59424.52,-2161070517,Good,False
Alice,Smith,32.48454882571075,Finance-Illinois,Inactive,104675.7,-4390552957,Poor,True
Charlie,Garcia,30.0,Cloud Tech-Florida,Pending,92431.25,-660138240,Average,False
Grace,Garcia,40.0,Sales-Nevada,Active,77850.9,-2704938619,Average,True
Eva,Miller,40.0,Admin-New York,Inactive,99001.0,-4485157918,Good,True
Eva,Garcia,32.48454882571075,HR-Nevada,Pending,94280.83,-7111212589,Good,True
Eva,Miller,35.0,DevOps-New York,Pending,118262.56,-2035713431,Average,True
Frank,Brown,25.0,HR-Illinois,Inactive,89944.67,-4064242955,Poor,False
Grace,Williams,32.48454882571075,HR-Florida,Active,57452.93,-3343244740,Good,True
Alice,Davis,25.0,Admin-California,Active,97837.32,-7595587208,Excellent,False
Alice,Davis,35.0,Admin-Illinois,Active,106981.84,-6289365434,Poor,True
David,Brown,32.48454882571075,Finance-New York,Pending,105778.36,-8841834373,Good,True
Alice,Johnson,40.0,Finance-Florida,Pending,117608.32,-182727954,Good,True
Eva,Johnson,30.0,Sales-Florida,Active,99324.03,-9690515025,Excellent,False
David,Garcia,30.0,HR-Florida,Active,55212.83,-7551254277,Excellent,True
Bob,Davis,40.0,Cloud Tech-Florida,Inactive,68496.77,-2079799666,Average,False
Eva,Davis,25.0,HR-Florida,Pending,52795.84,-3459576402,Poor,False
Alice,Miller,32.48454882571075,DevOps-California,Inactive,90087.39,-8166496901,Poor,False
Frank,Williams,32.48454882571075,Admin-New York,Pending,105038.08,-8249839224,Average,False
Grace,Smith,25.0,HR-New York,Active,73231.85,-142576269,Poor,False
David,Johnson,32.48454882571075,Sales-Florida,Pending,102649.36,-2324412335,Poor,False
Bob,Davis,35.0,Finance-New York,Pending,114302.51,-1328507250,Poor,False
Alice,Miller,35.0,Finance-Texas,Inactive,87816.61,-7863767315,Poor,False
Frank,Jones,32.48454882571075,Sales-Florida,Inactive,70750.38,-2526546967,Poor,False
Frank,Miller,32.48454882571075,Cloud Tech-Texas,Active,85155.05639558233,-1579039234,Excellent,True
Bob,Johnson,30.0,DevOps-Nevada,Active,97978.36,-5580996131,Poor,True
David,Johnson,32.48454882571075,DevOps-Nevada,Inactive,107172.8,-7303461561,Excellent,True
Charlie,Miller,25.0,Finance-Nevada,Inactive,56126.46,-6244670461,Poor,True
Eva,Smith,32.48454882571075,Cloud Tech-Illinois,Active,78534.29,-2681715159,Average,True
Grace,Brown,40.0,HR-Texas,Inactive,85155.05639558233,-2529867075,Good,False
Bob,Johnson,32.48454882571075,Cloud Tech-Nevada,Active,114963.34,-6046419784,Excellent,False
Eva,Miller,32.48454882571075,Cloud Tech-California,Inactive,77657.93,-7585126860,Poor,False
Heidi,Davis,30.0,Sales-New York,Active,77369.48,-2059438975,Average,False
Eva,Miller,30.0,HR-Nevada,Pending,76119.14,-740177508,Good,False
Charlie,Williams,25.0,Cloud Tech-Texas,Pending,77585.72,-5465408423,Excellent,False
Bob,Brown,35.0,Admin-Nevada,Pending,74069.62,-5607540914,Good,False
Charlie,Jones,30.0,Admin-New York,Pending,67691.92,-863218121,Average,True
Alice,Smith,32.48454882571075,Finance-Nevada,Pending,70345.69,-7645793896,Excellent,True
Bob,Garcia,30.0,DevOps-Illinois,Inactive,74999.69,-155029167,Good,True
David,Jones,25.0,HR-Illinois,Active,72245.02,-1546602415,Poor,True
Eva,Brown,32.48454882571075,Admin-Illinois,Pending,106538.98,-1394498829,Excellent,False
Charlie,Brown,25.0,HR-New York,Active,101787.14,-5973642479,Good,False
Frank,Brown,30.0,DevOps-Nevada,Inactive,83596.78,-9624406305,Average,False
Eva,Jones,40.0,Sales-Texas,Active,92463.94,-2447951329,Average,True
Charlie,Davis,32.48454882571075,Admin-California,Pending,93863.32,-5319497968,Excellent,False
Alice,Brown,32.48454882571075,DevOps-Texas,Pending,78359.41,-5867805554,Good,False
Alice,Miller,32.48454882571075,HR-Illinois,Pending,95773.57,-7277382645,Excellent,False
Grace,Jones,30.0,Sales-Nevada,Inactive,82529.08,-917851384,Excellent,True
Grace,Garcia,35.0,Sales-Texas,Pending,109358.73,-4457702991,Good,False
Charlie,Brown,32.48454882571075,Admin-Florida,Active,89645.01,-9596604872,Good,True
Charlie,Miller,40.0,HR-Texas,Active,84134.95,-6826911632,Poor,True
Frank,Davis,30.0,Cloud Tech-Nevada,Active,113540.83,-1942268652,Good,True
Heidi,Williams,40.0,Cloud Tech-Texas,Pending,57225.75,-6945515887,Average,True
Eva,Davis,35.0,Sales-Illinois,Pending,76366.17,-6367747225,Excellent,False
Bob,Garcia,32.48454882571075,HR-Florida,Active,78408.95,-4085721695,Excellent,True
Frank,Brown,40.0,Finance-Illinois,Active,111742.4,-6630932997,Average,True
David,Garcia,25.0,Sales-Nevada,Inactive,60516.83,-1996059328,Good,False
Bob,Jones,30.0,Finance-California,Pending,83706.17,-7150968831,Average,False
David,Johnson,32.48454882571075,Admin-Nevada,Inactive,67056.92,-7532735240,Average,True
Charlie,Brown,30.0,DevOps-Illinois,Active,90058.85,-397739731,Poor,False
Eva,Johnson,30.0,Sales-Florida,Pending,94633.59,-7819523709,Average,True
Eva,Miller,25.0,Admin-Florida,Pending,110711.17,-687616480,Excellent,True
Grace,Williams,32.48454882571075,Admin-Illinois,Active,96175.41,-9807704604,Average,True
Frank,Smith,40.0,Sales-Illinois,Active,76474.79,-6876112490,Excellent,True
Alice,Garcia,30.0,Sales-Illinois,Pending,107855.99,-2565237340,Excellent,False
Charlie,Davis,40.0,Sales-Illinois,Active,104870.78,-5177345474,Excellent,True
Bob,Williams,25.0,Finance-Nevada,Active,85155.05639558233,-7494902283,Good,False
Grace,Brown,32.48454882571075,Finance-California,Active,87087.16,-359544293,Poor,False
Heidi,Johnson,40.0,HR-Illinois,Pending,108603.34,-7742229463,Excellent,False
Grace,Davis,30.0,HR-Florida,Active,55867.23,-3039429044,Excellent,False
Grace,Johnson,35.0,Admin-Texas,Pending,105259.57,-8867925297,Good,True
Bob,Jones,32.48454882571075,Cloud Tech-Florida,Pending,98143.67,-5856728726,Excellent,False
Frank,Johnson,25.0,Admin-Florida,Pending,67754.29,-6015343323,Average,True
Grace,Jones,32.48454882571075,HR-Illinois,Inactive,77821.79,-9135779082,Average,False
Heidi,Miller,30.0,HR-Illinois,Pending,67764.44,-3506158147,Poor,False
Frank,Davis,40.0,DevOps-New York,Pending,102346.99,-8810798333,Excellent,True
Charlie,Davis,25.0,Admin-Illinois,Inactive,73690.65,-2337209483,Good,True
Alice,Smith,30.0,Finance-Nevada,Active,56376.2,-1312840332,Average,True
Grace,Brown,25.0,Cloud Tech-California,Active,55602.78,-9977180512,Good,False
Grace,Jones,40.0,Sales-Nevada,Pending,99812.41,-7171731892,Good,False
Charlie,Smith,40.0,Finance-Texas,Active,95981.9,-9749096172,Average,True
Eva,Johnson,30.0,Cloud Tech-Illinois,Pending,98891.48,-9970469471,Good,True
Alice,Johnson,35.0,Admin-Nevada,Active,56079.0,-5878444834,Average,True
Grace,Smith,35.0,DevOps-Florida,Inactive,85155.05639558233,-4884712704,Good,True
Bob,Davis,25.0,Sales-California,Pending,89137.97,-8772216416,Average,False
Frank,Johnson,35.0,Admin-Illinois,Active,115079.97,-5823133483,Excellent,True
Eva,Garcia,30.0,Finance-Illinois,Active,55067.02,-5871493924,Poor,True
Bob,Miller,32.48454882571075,HR-Illinois,Pending,98593.43,-2362292586,Average,True
Heidi,Miller,30.0,HR-Florida,Pending,112756.67,-9643474523,Average,True
Heidi,Garcia,25.0,HR-Texas,Inactive,105205.92,-5557469659,Poor,False
David,Smith,35.0,Finance-California,Pending,50680.62,-6065274032,Average,True
David,Garcia,35.0,Cloud Tech-Florida,Pending,107475.23,-4450566587,Average,False
Charlie,Jones,40.0,HR-California,Active,68835.3,-3398741131,Good,True
David,Jones,40.0,DevOps-New York,Active,66943.96,-5797067348,Poor,True
David,Smith,30.0,Admin-Illinois,Inactive,104525.69,-9601054856,Excellent,False
Bob,Garcia,40.0,Sales-Texas,Pending,109360.74,-4172156228,Average,True
Frank,Jones,40.0,Sales-California,Inactive,118907.63,-4938173597,Poor,False
Eva,Davis,40.0,Admin-Illinois,Active,86801.48,-4884021556,Good,False
Alice,Garcia,32.48454882571075,HR-Florida,Pending,62236.03,-3257375533,Excellent,True
Heidi,Davis,35.0,DevOps-Texas,Active,64752.67,-4902166669,Poor,False
Frank,Jones,35.0,Sales-California,Active,68399.43,-8085096084,Excellent,False
Frank,Miller,35.0,Admin-Florida,Inactive,79336.51,-8749511917,Excellent,False
Frank,Jones,40.0,HR-Florida,Active,59179.74,-1828197930,Excellent,False
David,Davis,25.0,DevOps-California,Active,80255.31,-6477251294,Average,False
Charlie,Williams,30.0,Finance-Texas,Active,84971.85,-7860694095,Average,False
Frank,Brown,40.0,HR-California,Pending,89748.42,-35624394,Good,False
Charlie,Johnson,25.0,Admin-California,Inactive,94090.35,-8739592322,Good,False
Frank,Garcia,35.0,HR-California,Pending,115229.12,-4210890284,Poor,True
