First_Name,Last_Name,Age,Department_Region,Status,Salary,Email,Phone,Performance_Score,Remote_Work
Heidi,Johnson,30.0,Sales-Illinois,Active,115195.81,heidi.johnson@example.com,-3402665022,Good,True
Grace,Brown,32.48454882571075,DevOps-California,Pending,85512.05,grace.brown@example.com,-7416787255,Good,False
Heidi,Garcia,32.48454882571075,HR-Florida,Active,73186.77,heidi.garcia@example.com,-8621102257,Good,False
Grace,Davis,32.48454882571075,HR-Nevada,Pending,51865.3,grace.davis@example.com,-305690673,Poor,True
David,Williams,25.0,Sales-Florida,Active,94031.77,david.williams@example.com,-4716392822,Excellent,True
Grace,Miller,30.0,DevOps-New York,Active,116374.36,grace.miller@example.com,-4143637188,Excellent,False
Alice,Garcia,40.0,HR-Florida,Active,98335.02,alice.garcia@example.com,-2392312603,Excellent,False
Heidi,Garcia,25.0,DevOps-New York,Pending,89262.07,heidi.garcia@example.com,-3260931065,Poor,True
Heidi,Garcia,32.48454882571075,Finance-California,Active,113848.69,heidi.garcia@example.com,-8433567085,Excellent,True
Frank,Smith,35.0,Sales-Florida,Active,69530.45,frank.smith@example.com,-414545634,Poor,True
Eva,Brown,35.0,DevOps-New York,Pending,84230.22,eva.brown@example.com,-200053473,Good,True
Eva,Smith,35.0,Cloud Tech-Illinois,Pending,76578.59,eva.smith@example.com,-9162475540,Average,False
Frank,Miller,30.0,HR-Texas,Inactive,55532.06,frank.miller@example.com,-1082555988,Excellent,True
Eva,Smith,40.0,Admin-New York,Pending,115311.68,eva.smith@example.com,-5343961128,Excellent,True
Charlie,Johnson,25.0,Sales-Nevada,Pending,66972.06,charlie.johnson@example.com,-1093371188,Good,True
David,Brown,30.0,Cloud Tech-Texas,Inactive,100215.06,david.brown@example.com,-5473820235,Average,True
Charlie,Brown,25.0,Sales-New York,Inactive,115452.25,charlie.brown@example.com,-8485571616,Poor,False
Heidi,Miller,30.0,HR-California,Inactive,54141.38,heidi.miller@example.com,-6880294239,Average,False
David,Davis,32.48454882571075,DevOps-Nevada,Active,79251.95,david.davis@example.com,-9036788126,Good,False
Alice,Johnson,40.0,Finance-New York,Pending,114822.78,alice.johnson@example.com,-8686694319,Good,True
Alice,Williams,35.0,Sales-Illinois,Active,69919.32,alice.williams@example.com,-2939087883,Average,True
Heidi,Smith,30.0,Sales-Florida,Inactive,106616.97,heidi.smith@example.com,-4344812307,Poor,False
Heidi,Jones,35.0,DevOps-New York,Active,73597.85,heidi.jones@example.com,-3402424032,Poor,True
David,Smith,30.0,Sales-Nevada,Inactive,79939.23,david.smith@example.com,-8105955183,Excellent,True
Grace,Garcia,25.0,Admin-New York,Inactive,85155.05639558233,grace.garcia@example.com,-2694500533,Poor,False
Grace,Smith,30.0,Finance-California,Inactive,90772.25,grace.smith@example.com,-2408916497,Average,False
Eva,Williams,35.0,DevOps-New York,Active,58275.74,eva.williams@example.com,-3735439626,Good,False
Grace,Smith,32.48454882571075,DevOps-California,Pending,94709.79,grace.smith@example.com,-3652717271,Excellent,False
Frank,Johnson,32.48454882571075,Admin-New York,Active,60722.99,frank.johnson@example.com,-2397240421,Excellent,True
Frank,Johnson,40.0,DevOps-Illinois,Inactive,87626.24,frank.johnson@example.com,-6931216375,Good,True
David,Brown,30.0,DevOps-Illinois,Active,81272.36,david.brown@example.com,-1820916600,Poor,False
Bob,Miller,32.48454882571075,Cloud Tech-Texas,Pending,64150.97,bob.miller@example.com,-23142899,Good,True
Charlie,Davis,35.0,Sales-Florida,Active,64378.1,charlie.davis@example.com,-1851327971,Poor,False
Bob,Jones,32.48454882571075,Finance-Texas,Inactive,85927.35,bob.jones@example.com,-4572308480,Good,False
Alice,Garcia,32.48454882571075,Finance-Nevada,Inactive,51523.93,alice.garcia@example.com,-18418619,Average,True
Alice,Smith,30.0,Sales-Texas,Active,74117.02,alice.smith@example.com,-3036625435,Poor,False
Alice,Smith,25.0,Finance-Texas,Inactive,62598.69,alice.smith@example.com,-1721314518,Average,True
Grace,Williams,35.0,Finance-Florida,Inactive,55617.5,grace.williams@example.com,-5151092267,Excellent,True
Charlie,Miller,35.0,Cloud Tech-New York,Pending,87018.98,charlie.miller@example.com,-5926249450,Good,True
David,Johnson,25.0,Cloud Tech-California,Inactive,100336.58,david.johnson@example.com,-4754102251,Excellent,True
Grace,Jones,30.0,Admin-Florida,Inactive,69295.48,grace.jones@example.com,-6771196420,Excellent,False
Bob,Brown,25.0,DevOps-Florida,Pending,115536.66,bob.brown@example.com,-5226557675,Excellent,True
David,Johnson,30.0,Cloud Tech-Texas,Pending,81250.87,david.johnson@example.com,-9523668787,Excellent,False
Alice,Garcia,30.0,DevOps-Texas,Inactive,66403.75,alice.garcia@example.com,-7883619688,Good,False
Alice,Miller,30.0,Sales-California,Active,114147.79,alice.miller@example.com,-3135030586,Excellent,False
Frank,Garcia,30.0,HR-New York,Pending,65472.99,frank.garcia@example.com,-2105524727,Good,False
Alice,Davis,32.48454882571075,Sales-Nevada,Active,97512.51,alice.davis@example.com,-6333021259,Good,True
Alice,Brown,35.0,DevOps-Nevada,Inactive,86712.41,alice.brown@example.com,-6501917919,Average,True
Grace,Davis,30.0,HR-Florida,Active,87654.98,grace.davis@example.com,-2521310961,Poor,False
David,Williams,35.0,DevOps-New York,Inactive,89367.02,david.williams@example.com,-2728476569,Poor,False
Charlie,Garcia,40.0,Admin-California,Active,95269.41,charlie.garcia@example.com,-4120092819,Good,True
Frank,Williams,25.0,Sales-Nevada,Active,68792.31,frank.williams@example.com,-6678498435,Average,False
Alice,Smith,25.0,Admin-Illinois,Pending,89119.53,alice.smith@example.com,-2418623689,Good,True
Frank,Davis,35.0,Cloud Tech-New York,Active,58212.13,frank.davis@example.com,-3628917755,Good,False
Heidi,Miller,30.0,DevOps-Illinois,Pending,77764.24,heidi.miller@example.com,-6205634110,Good,True
Frank,Garcia,35.0,Finance-Florida,Pending,75148.17,frank.garcia@example.com,-5950342810,Average,False
Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,108781.18,heidi.jones@example.com,-3904383033,Poor,False
Frank,Brown,35.0,Finance-Texas,Pending,65489.19,frank.brown@example.com,-1990970050,Average,True
Eva,Johnson,32.48454882571075,Sales-Illinois,Pending,70663.46,eva.johnson@example.com,-4054683564,Excellent,False
David,Miller,40.0,Sales-New York,Inactive,95822.56,david.miller@example.com,-2156818208,Average,False
Eva,Miller,40.0,DevOps-Nevada,Pending,82258.03,eva.miller@example.com,-6790422710,Average,True
Frank,Williams,30.0,Admin-Nevada,Pending,62883.34,frank.williams@example.com,-3322889856,Average,False
Alice,Davis,32.48454882571075,Cloud Tech-Texas,Pending,103503.72,alice.davis@example.com,-2545960632,Average,True
David,Garcia,25.0,DevOps-New York,Active,85401.3,david.garcia@example.com,-9912971023,Poor,True
Heidi,Garcia,40.0,Cloud Tech-Texas,Pending,85155.05639558233,heidi.garcia@example.com,-8171752420,Excellent,False
Eva,Smith,32.48454882571075,HR-Texas,Pending,98850.14,eva.smith@example.com,-4955112746,Poor,False
Charlie,Smith,25.0,Cloud Tech-Illinois,Active,63435.24,charlie.smith@example.com,-4721970545,Poor,False
Frank,Brown,35.0,Finance-Texas,Inactive,82129.84,frank.brown@example.com,-6927589550,Average,False
David,Williams,35.0,DevOps-Texas,Pending,95492.61,david.williams@example.com,-6874090379,Good,False
Grace,Miller,40.0,Finance-Illinois,Inactive,94572.37,grace.miller@example.com,-2146296135,Good,False
Bob,Garcia,40.0,Finance-Nevada,Inactive,118413.05,bob.garcia@example.com,-7157787111,Poor,False
Alice,Jones,30.0,Admin-Nevada,Pending,68976.65,alice.jones@example.com,-1663651558,Poor,True
Eva,Williams,32.48454882571075,Sales-Nevada,Active,115013.65,eva.williams@example.com,-7371470826,Average,False
David,Brown,32.48454882571075,Admin-Nevada,Inactive,70949.38,david.brown@example.com,-2359096055,Poor,True
Grace,Brown,32.48454882571075,HR-Florida,Pending,105334.87,grace.brown@example.com,-7303064420,Average,False
Bob,Williams,32.48454882571075,DevOps-California,Active,80596.18,bob.williams@example.com,-2146147682,Good,False
Frank,Brown,32.48454882571075,Sales-Illinois,Inactive,72846.37,frank.brown@example.com,-4201654234,Good,True
Heidi,Williams,40.0,Admin-California,Pending,80229.36,heidi.williams@example.com,-6778265959,Excellent,False
Grace,Johnson,25.0,Sales-California,Active,55145.47,grace.johnson@example.com,-8931992549,Good,False
Grace,Williams,30.0,DevOps-Florida,Inactive,85155.05639558233,grace.williams@example.com,-2727516479,Poor,True
Eva,Davis,40.0,HR-California,Active,56110.81,eva.davis@example.com,-7279103367,Good,False
Grace,Williams,25.0,Cloud Tech-Texas,Inactive,56514.5,grace.williams@example.com,-2963533904,Average,False
Frank,Brown,40.0,Cloud Tech-California,Inactive,104541.84,frank.brown@example.com,-5044817765,Good,False
David,Garcia,32.48454882571075,Sales-New York,Pending,61865.12,david.garcia@example.com,-5586851275,Excellent,True
Eva,Davis,40.0,Admin-Texas,Active,69317.33,eva.davis@example.com,-5289286645,Good,False
Bob,Brown,35.0,HR-New York,Pending,84706.17,bob.brown@example.com,-4911110960,Average,False
Heidi,Smith,25.0,Admin-California,Active,73255.21,heidi.smith@example.com,-7981789045,Average,False
Frank,Smith,40.0,HR-Florida,Pending,59528.71,frank.smith@example.com,-3378613714,Poor,False
David,Garcia,40.0,HR-New York,Inactive,70401.37,david.garcia@example.com,-7660538443,Good,True
Heidi,Garcia,32.48454882571075,Admin-California,Inactive,107154.62,heidi.garcia@example.com,-4630600024,Average,True
Bob,Davis,32.48454882571075,Admin-Illinois,Pending,97719.88,bob.davis@example.com,-8955296385,Excellent,False
Heidi,Johnson,30.0,Finance-California,Pending,107327.59,heidi.johnson@example.com,-3960962625,Poor,False
Grace,Garcia,40.0,Admin-Nevada,Inactive,67687.72,grace.garcia@example.com,-5826312818,Excellent,True
Grace,Smith,40.0,Cloud Tech-Florida,Pending,90757.08,grace.smith@example.com,-6482531105,Good,True
Grace,Williams,32.48454882571075,Cloud Tech-California,Pending,87583.42,grace.williams@example.com,-920981959,Good,False
Bob,Brown,25.0,Admin-Nevada,Pending,61643.69,bob.brown@example.com,-2752334382,Good,True
Grace,Smith,35.0,Finance-Texas,Active,68111.69,grace.smith@example.com,-6404120910,Poor,False
David,Smith,40.0,HR-Florida,Inactive,97568.88,david.smith@example.com,-7911244210,Average,True
Charlie,Johnson,35.0,Cloud Tech-Florida,Active,79118.28,charlie.johnson@example.com,-7536170616,Poor,True
Bob,Davis,30.0,HR-California,Inactive,104898.9,bob.davis@example.com,-1366572239,Excellent,True
Frank,Davis,40.0,Cloud Tech-Florida,Pending,81671.3,frank.davis@example.com,-2990155798,Poor,True
Alice,Miller,25.0,Cloud Tech-California,Pending,97399.75,alice.miller@example.com,-8028413907,Excellent,False
David,Johnson,32.48454882571075,Admin-Illinois,Active,89189.43,david.johnson@example.com,-882351304,Poor,True
David,Williams,40.0,DevOps-New York,Active,96011.55,david.williams@example.com,-2312447314,Average,True
David,Davis,40.0,Sales-Florida,Inactive,99331.49,david.davis@example.com,-8477686341,Excellent,False
Bob,Brown,32.48454882571075,Cloud Tech-Illinois,Active,72818.94,bob.brown@example.com,-3461994236,Good,True
Eva,Garcia,40.0,Sales-Nevada,Inactive,77204.75,eva.garcia@example.com,-6769459195,Good,True
Bob,Johnson,35.0,HR-Florida,Pending,106961.68,bob.johnson@example.com,-6395517207,Poor,False
Eva,Garcia,32.48454882571075,Sales-Texas,Pending,71923.0,eva.garcia@example.com,-4964985600,Good,True
Bob,Smith,30.0,HR-Nevada,Active,77192.43,bob.smith@example.com,-2562531354,Excellent,False
Grace,Brown,40.0,Admin-Florida,Pending,98540.3,grace.brown@example.com,-2510505378,Good,False
Charlie,Brown,32.48454882571075,Admin-Florida,Inactive,63096.9,charlie.brown@example.com,-5381649382,Average,False
Alice,Smith,35.0,Cloud Tech-Florida,Active,107065.12,alice.smith@example.com,-1849196654,Average,False
Heidi,Johnson,40.0,DevOps-Florida,Inactive,108792.43,heidi.johnson@example.com,-3307704610,Poor,True
Bob,Smith,32.48454882571075,Cloud Tech-New York,Inactive,69239.7,bob.smith@example.com,-7295963903,Excellent,False
Charlie,Garcia,40.0,Sales-Nevada,Inactive,85756.42,charlie.garcia@example.com,-907426087,Average,True
Eva,Miller,32.48454882571075,HR-Illinois,Active,100328.62,eva.miller@example.com,-501716444,Average,True
Grace,Brown,25.0,DevOps-Nevada,Active,111236.69,grace.brown@example.com,-5618579063,Excellent,True
Eva,Jones,35.0,Cloud Tech-Florida,Active,106832.22,eva.jones@example.com,-7715910299,Good,True
Frank,Jones,32.48454882571075,DevOps-Florida,Active,59746.45,frank.jones@example.com,-2156321357,Good,True
David,Garcia,25.0,Sales-California,Pending,91780.04,david.garcia@example.com,-40104144,Poor,True
Eva,Williams,35.0,Sales-California,Pending,107062.66,eva.williams@example.com,-9642297124,Good,True
Grace,Davis,25.0,HR-Nevada,Active,110625.52,grace.davis@example.com,-2967188396,Excellent,True
Frank,Smith,30.0,DevOps-Florida,Inactive,90419.79,frank.smith@example.com,-7457314414,Average,True
Grace,Smith,40.0,Finance-Texas,Pending,111608.76,grace.smith@example.com,-8331170302,Good,True
Eva,Williams,35.0,Finance-Florida,Inactive,50173.12,eva.williams@example.com,-7637153987,Poor,False
Bob,Williams,40.0,DevOps-Nevada,Pending,109507.44,bob.williams@example.com,-5472812355,Good,False
Grace,Garcia,30.0,Finance-New York,Inactive,72600.56,grace.garcia@example.com,-7983631461,Excellent,False
Charlie,Garcia,32.48454882571075,Finance-California,Pending,53388.65,charlie.garcia@example.com,-4912711306,Poor,True
Heidi,Williams,25.0,Cloud Tech-New York,Inactive,50047.32,heidi.williams@example.com,-2407875417,Good,False
David,Brown,30.0,DevOps-California,Active,115290.79,david.brown@example.com,-1563268684,Poor,False
Frank,Garcia,35.0,Cloud Tech-California,Pending,61586.76,frank.garcia@example.com,-745106633,Excellent,False
Eva,Miller,30.0,Finance-Nevada,Active,56662.86,eva.miller@example.com,-3629489785,Average,True
Bob,Garcia,30.0,Sales-New York,Pending,85155.05639558233,bob.garcia@example.com,-1031310093,Excellent,True
Frank,Smith,25.0,Finance-Nevada,Active,54957.98,frank.smith@example.com,-3181439665,Excellent,True
Bob,Garcia,25.0,HR-California,Inactive,76790.47,bob.garcia@example.com,-1347323548,Excellent,True
Charlie,Brown,30.0,Cloud Tech-Illinois,Pending,92722.35,charlie.brown@example.com,-4012897431,Excellent,False
Frank,Williams,30.0,DevOps-Nevada,Active,93125.32,frank.williams@example.com,-5122572075,Average,False
David,Smith,25.0,Cloud Tech-New York,Active,101100.64,david.smith@example.com,-5024120956,Average,False
Grace,Garcia,35.0,Admin-New York,Inactive,55897.41,grace.garcia@example.com,-9073710093,Poor,False
Eva,Brown,25.0,DevOps-California,Active,92484.88,eva.brown@example.com,-3882211456,Good,True
Grace,Miller,35.0,DevOps-Texas,Active,77011.99,grace.miller@example.com,-7584745704,Average,True
Bob,Garcia,32.48454882571075,Cloud Tech-California,Inactive,77078.68,bob.garcia@example.com,-4589714801,Average,True
Grace,Brown,35.0,Sales-Nevada,Active,82971.02,grace.brown@example.com,-6325703964,Good,False
Bob,Miller,25.0,Sales-Texas,Active,65102.01,bob.miller@example.com,-3136148781,Average,True
Grace,Williams,32.48454882571075,HR-Nevada,Pending,103697.7,grace.williams@example.com,-4556964429,Excellent,True
Grace,Garcia,25.0,DevOps-Illinois,Pending,60687.63,grace.garcia@example.com,-9859167953,Excellent,False
Bob,Miller,32.48454882571075,Admin-New York,Pending,77351.21,bob.miller@example.com,-1072728497,Good,False
Bob,Smith,35.0,DevOps-Florida,Pending,66704.62,bob.smith@example.com,-2474140702,Poor,True
Grace,Williams,25.0,Finance-Illinois,Pending,71650.3,grace.williams@example.com,-4910740649,Poor,True
Charlie,Smith,25.0,Cloud Tech-Nevada,Active,50794.54,charlie.smith@example.com,-425488213,Good,True
Frank,Jones,32.48454882571075,Sales-Nevada,Inactive,76030.86,frank.jones@example.com,-2369143074,Good,True
Eva,Johnson,25.0,Cloud Tech-California,Inactive,86669.79,eva.johnson@example.com,-3666144941,Excellent,True
Bob,Garcia,40.0,Finance-Illinois,Inactive,84972.7,bob.garcia@example.com,-9659234267,Poor,True
Frank,Miller,30.0,HR-Texas,Pending,100594.49,frank.miller@example.com,-3441497825,Average,False
Alice,Johnson,25.0,Cloud Tech-New York,Active,75478.35,alice.johnson@example.com,-6128758574,Excellent,False
Charlie,Johnson,25.0,Sales-Nevada,Pending,79355.85,charlie.johnson@example.com,-6766708060,Good,False
Grace,Miller,35.0,HR-Texas,Pending,58358.07,grace.miller@example.com,-2943985297,Poor,True
Alice,Williams,30.0,Admin-Illinois,Active,54824.85,alice.williams@example.com,-9406260786,Average,False
Eva,Garcia,35.0,HR-Texas,Pending,50557.84,eva.garcia@example.com,-104159148,Average,True
Eva,Jones,32.48454882571075,Admin-Florida,Inactive,118030.04,eva.jones@example.com,-7501980381,Excellent,True
David,Smith,32.48454882571075,Admin-New York,Active,51673.72,david.smith@example.com,-8723244078,Poor,False
Alice,Brown,35.0,Cloud Tech-Nevada,Inactive,101665.79,alice.brown@example.com,-3110291812,Poor,True
David,Smith,32.48454882571075,Admin-Florida,Inactive,118079.15,david.smith@example.com,-3170876013,Good,True
Eva,Brown,25.0,Cloud Tech-New York,Pending,99059.28,eva.brown@example.com,-6723849790,Poor,False
Bob,Smith,32.48454882571075,Cloud Tech-Illinois,Active,107397.4,bob.smith@example.com,-6202232882,Poor,False
Alice,Miller,40.0,DevOps-New York,Active,68269.37,alice.miller@example.com,-7744197545,Excellent,False
Grace,Jones,35.0,HR-Florida,Inactive,55228.12,grace.jones@example.com,-6176620470,Poor,True
Bob,Garcia,30.0,Cloud Tech-New York,Inactive,71982.33,bob.garcia@example.com,-9609409704,Average,False
Frank,Brown,30.0,Finance-California,Inactive,109673.75,frank.brown@example.com,-2774025882,Excellent,False
Eva,Garcia,32.48454882571075,Cloud Tech-New York,Inactive,56384.9,eva.garcia@example.com,-5868122594,Excellent,True
Frank,Garcia,40.0,Sales-Texas,Pending,68211.68,frank.garcia@example.com,-7244617678,Good,False
Alice,Garcia,40.0,Finance-Illinois,Pending,67489.68,alice.garcia@example.com,-2988425994,Poor,False
Charlie,Davis,25.0,Cloud Tech-Texas,Active,63869.31,charlie.davis@example.com,-9961002310,Good,False
Bob,Williams,32.48454882571075,Sales-California,Active,119801.3,bob.williams@example.com,-7753312660,Average,True
Heidi,Smith,30.0,Cloud Tech-California,Active,115959.65,heidi.smith@example.com,-941017589,Excellent,True
Grace,Garcia,40.0,Finance-Texas,Inactive,79866.48,grace.garcia@example.com,-2517629832,Excellent,True
Charlie,Smith,35.0,HR-Florida,Active,92987.46,charlie.smith@example.com,-4774332682,Excellent,True
Eva,Garcia,40.0,Finance-Illinois,Inactive,56140.51,eva.garcia@example.com,-1901302055,Average,False
Grace,Brown,30.0,DevOps-Illinois,Active,119586.11,grace.brown@example.com,-9815287338,Average,True
Alice,Williams,40.0,DevOps-California,Inactive,104700.46,alice.williams@example.com,-7855982175,Good,True
Frank,Williams,40.0,HR-New York,Active,91798.14,frank.williams@example.com,-6191284116,Good,False
Eva,Miller,25.0,Finance-Illinois,Inactive,90879.22,eva.miller@example.com,-3098503445,Good,False
Charlie,Davis,25.0,Admin-Nevada,Active,87358.27,charlie.davis@example.com,-5124189388,Poor,False
Alice,Miller,30.0,Sales-Florida,Inactive,119407.93,alice.miller@example.com,-8469081973,Excellent,True
David,Miller,32.48454882571075,HR-Nevada,Pending,113978.6,david.miller@example.com,-56435022,Excellent,True
Frank,Miller,32.48454882571075,Sales-New York,Pending,108568.78,frank.miller@example.com,-8503719904,Good,True
Heidi,Miller,32.48454882571075,HR-New York,Inactive,56318.02,heidi.miller@example.com,-1699187239,Excellent,False
David,Miller,25.0,Sales-Florida,Active,114252.73,david.miller@example.com,-1078356742,Good,False
Charlie,Jones,35.0,DevOps-New York,Inactive,51533.9,charlie.jones@example.com,-3896086,Poor,True
Charlie,Williams,25.0,Sales-California,Active,99317.66,charlie.williams@example.com,-662668216,Poor,False
Bob,Miller,35.0,HR-California,Active,101264.64,bob.miller@example.com,-1955356032,Average,False
Heidi,Garcia,35.0,Admin-Nevada,Pending,112272.02,heidi.garcia@example.com,-1903689002,Poor,False
Frank,Williams,30.0,DevOps-Illinois,Active,71477.63,frank.williams@example.com,-102724054,Good,True
Charlie,Williams,30.0,DevOps-Texas,Pending,77412.1,charlie.williams@example.com,-9342967110,Poor,False
Alice,Johnson,30.0,Sales-California,Pending,94775.27,alice.johnson@example.com,-4837537457,Average,False
Heidi,Jones,30.0,HR-Nevada,Active,74276.71,heidi.jones@example.com,-4384588104,Excellent,True
Bob,Miller,35.0,Finance-Texas,Inactive,67467.86,bob.miller@example.com,-6974132833,Good,True
Eva,Smith,25.0,DevOps-Texas,Active,80675.41,eva.smith@example.com,-8315203770,Excellent,False
Charlie,Brown,40.0,Finance-Florida,Inactive,76274.33,charlie.brown@example.com,-704496409,Average,False
David,Davis,30.0,Finance-Texas,Active,51405.46,david.davis@example.com,-4967066702,Average,True
Bob,Garcia,25.0,HR-New York,Inactive,101238.96,bob.garcia@example.com,-3626804084,Average,True
Bob,Smith,35.0,Sales-Illinois,Inactive,52169.52,bob.smith@example.com,-954930595,Excellent,False
Charlie,Jones,32.48454882571075,Finance-New York,Active,73176.62,charlie.jones@example.com,-6018648768,Excellent,False
Grace,Brown,32.48454882571075,DevOps-Nevada,Pending,96241.85,grace.brown@example.com,-9842673203,Excellent,False
Bob,Jones,25.0,Finance-Illinois,Pending,84366.38,bob.jones@example.com,-4138459608,Excellent,False
Alice,Garcia,40.0,Cloud Tech-California,Pending,92015.09,alice.garcia@example.com,-4544901494,Average,True
Alice,Williams,30.0,Admin-Nevada,Inactive,83149.95,alice.williams@example.com,-4277070704,Average,False
Grace,Brown,40.0,Finance-Nevada,Inactive,94930.65,grace.brown@example.com,-7836091497,Good,False
Frank,Williams,40.0,HR-New York,Inactive,68430.72,frank.williams@example.com,-5172444722,Good,True
David,Garcia,35.0,Sales-Texas,Active,98752.97,david.garcia@example.com,-2290310286,Excellent,False
Frank,Smith,32.48454882571075,Finance-Illinois,Active,54268.86,frank.smith@example.com,-9508304404,Poor,True
Grace,Garcia,32.48454882571075,DevOps-Florida,Pending,66494.94,grace.garcia@example.com,-8093511870,Poor,False
Grace,Smith,25.0,Sales-Illinois,Pending,90003.98,grace.smith@example.com,-8133595615,Average,False
Charlie,Brown,25.0,Finance-New York,Active,106592.25,charlie.brown@example.com,-4205955656,Average,True
Grace,Brown,25.0,DevOps-Florida,Active,93905.83,grace.brown@example.com,-4902504289,Average,True
Eva,Miller,35.0,DevOps-Texas,Active,88945.49,eva.miller@example.com,-1935889535,Good,False
Eva,Jones,32.48454882571075,Finance-Texas,Pending,91130.33,eva.jones@example.com,-9026113988,Good,False
Bob,Miller,40.0,Admin-New York,Pending,90787.4,bob.miller@example.com,-8681809787,Average,False
Bob,Jones,25.0,Sales-Texas,Inactive,87494.34,bob.jones@example.com,-7543943534,Average,True
Grace,Miller,35.0,Finance-Nevada,Inactive,92627.35,grace.miller@example.com,-3751376514,Average,False
Eva,Williams,40.0,Admin-Illinois,Pending,98556.29,eva.williams@example.com,-8815793762,Poor,True
Frank,Brown,30.0,Cloud Tech-Nevada,Inactive,112792.2,frank.brown@example.com,-9283692943,Good,True
Eva,Smith,35.0,HR-Florida,Pending,56875.22,eva.smith@example.com,-5511668296,Poor,False
Charlie,Jones,35.0,DevOps-Florida,Inactive,101015.96,charlie.jones@example.com,-3270216486,Poor,True
Bob,Garcia,30.0,Finance-New York,Inactive,83912.22,bob.garcia@example.com,-1206021287,Average,False
Frank,Jones,25.0,Sales-New York,Active,99669.86,frank.jones@example.com,-6652683414,Average,False
Alice,Smith,30.0,Admin-New York,Active,52314.97,alice.smith@example.com,-5999101575,Excellent,False
Frank,Miller,30.0,HR-California,Inactive,77785.96,frank.miller@example.com,-7647229811,Excellent,False
Alice,Jones,30.0,HR-Florida,Pending,62430.86,alice.jones@example.com,-995765727,Poor,False
Frank,Davis,35.0,Admin-California,Pending,98219.54,frank.davis@example.com,-9413475097,Good,True
Grace,Williams,25.0,Admin-Illinois,Active,65494.58,grace.williams@example.com,-8986456521,Average,True
David,Brown,35.0,DevOps-Florida,Pending,110524.1,david.brown@example.com,-368499514,Average,False
Alice,Smith,40.0,Admin-Nevada,Active,106060.54,alice.smith@example.com,-4214477323,Poor,False
Eva,Brown,35.0,Finance-Florida,Inactive,67639.91,eva.brown@example.com,-4913421387,Excellent,True
Grace,Davis,32.48454882571075,Cloud Tech-Texas,Pending,117653.98,grace.davis@example.com,-2090883069,Good,True
Eva,Jones,35.0,DevOps-Texas,Inactive,73539.86,eva.jones@example.com,-5349678273,Excellent,True
Frank,Jones,35.0,HR-Nevada,Pending,70915.38,frank.jones@example.com,-1176741240,Excellent,True
David,Garcia,25.0,Sales-Florida,Pending,97652.9,david.garcia@example.com,-5131528546,Excellent,False
Heidi,Davis,35.0,HR-Florida,Inactive,101571.25,heidi.davis@example.com,-8150618537,Excellent,False
David,Smith,35.0,DevOps-Nevada,Active,87424.46,david.smith@example.com,-32963346,Average,True
Frank,Garcia,32.48454882571075,HR-New York,Pending,89077.36,frank.garcia@example.com,-2727423182,Average,False
Heidi,Williams,30.0,DevOps-California,Pending,89132.22,heidi.williams@example.com,-617893205,Excellent,True
Frank,Garcia,25.0,Admin-California,Active,111000.26,frank.garcia@example.com,-4969357823,Good,False
Frank,Johnson,35.0,HR-Illinois,Inactive,109584.97,frank.johnson@example.com,-3477695873,Poor,True
Bob,Smith,40.0,Admin-Illinois,Active,97648.84,bob.smith@example.com,-1314675360,Good,False
Grace,Johnson,25.0,Admin-New York,Active,78643.43,grace.johnson@example.com,-2751562778,Good,True
Heidi,Davis,30.0,HR-Nevada,Active,55656.8,heidi.davis@example.com,-6304483607,Good,True
Charlie,Miller,35.0,DevOps-Texas,Active,69146.95,charlie.miller@example.com,-5456676639,Excellent,False
Charlie,Johnson,32.48454882571075,Admin-Florida,Active,93013.58,charlie.johnson@example.com,-4735047638,Average,True
Grace,Williams,40.0,Finance-Florida,Active,87364.78,grace.williams@example.com,-2831995297,Good,False
Alice,Garcia,35.0,Sales-New York,Active,50288.67,alice.garcia@example.com,-61558107,Excellent,False
David,Miller,35.0,HR-New York,Active,85233.55,david.miller@example.com,-3583286341,Good,True
Bob,Garcia,25.0,HR-California,Inactive,86420.19,bob.garcia@example.com,-5563830007,Good,False
Grace,Johnson,30.0,HR-Florida,Inactive,63189.82,grace.johnson@example.com,-1867024402,Excellent,False
Grace,Garcia,25.0,Admin-New York,Pending,64783.32,grace.garcia@example.com,-3041662410,Average,False
Charlie,Davis,25.0,HR-Nevada,Pending,52615.44,charlie.davis@example.com,-1860089218,Average,False
Eva,Miller,32.48454882571075,Sales-Texas,Pending,96337.89,eva.miller@example.com,-6394568043,Poor,False
Alice,Davis,25.0,DevOps-Texas,Inactive,76617.76,alice.davis@example.com,-7314976460,Excellent,True
Heidi,Johnson,30.0,Admin-Nevada,Pending,50651.32,heidi.johnson@example.com,-3684748835,Poor,False
Bob,Davis,32.48454882571075,HR-Illinois,Pending,59601.45,bob.davis@example.com,-765817389,Poor,False
Bob,Williams,32.48454882571075,DevOps-Illinois,Active,57980.88,bob.williams@example.com,-6375791451,Poor,False
David,Johnson,32.48454882571075,Admin-California,Pending,75054.53,david.johnson@example.com,-1182379311,Average,False
Charlie,Johnson,25.0,Sales-Florida,Active,115318.7,charlie.johnson@example.com,-6978930745,Excellent,False
Alice,Johnson,25.0,DevOps-Texas,Active,90190.69,alice.johnson@example.com,-4520599603,Poor,True
